customer_id,product_category,purchase_amount,timestamp,date,purchase_diff,month_year,year,matched_product,price_variation
C023,Toys,425.09,2024-01-04 09:15:58,2024-01-04,193.0,2024-01,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",401.09999999999997
C023,Toys,320.07,2024-02-17 15:29:32,2024-02-17,44.0,2024-02,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",296.08
C023,Sports,116.78,2024-09-03 01:42:38,2024-09-03,198.0,2024-09,2024,Franklin Sports Spin N Putt Golf Game,69.1
C023,Home Appliances,112.43,2024-11-05 21:54:38,2024-11-05,63.0,2024-11,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-80.01999999999998
C023,Electronics,512.56,2024-11-24 05:56:19,2024-11-24,18.0,2024-11,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),508.56999999999994
C024,Electronics,444.48,2023-01-14 10:53:04,2023-01-14,,2023-01,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),440.49
C024,Sports,143.64,2023-01-22 06:41:21,2023-01-22,7.0,2023-01,2023,Franklin Sports Spin N Putt Golf Game,95.95999999999998
C024,Electronics,186.4,2023-02-08 03:35:30,2023-02-08,16.0,2023-02,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),182.41
C024,Electronics,526.1,2023-04-29 09:51:53,2023-04-29,80.0,2023-04,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),522.11
C024,Home Appliances,748.86,2023-07-11 00:47:56,2023-07-11,72.0,2023-07,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",556.4100000000001
C024,Sports,380.81,2024-03-26 13:59:15,2024-03-26,259.0,2024-03,2024,Franklin Sports Spin N Putt Golf Game,333.13
C024,Beauty,789.14,2024-12-05 12:29:08,2024-12-05,253.0,2024-12,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",773.14
C025,Sports,435.11,2023-01-15 02:52:21,2023-01-15,,2023-01,2023,Franklin Sports Spin N Putt Golf Game,387.43
C025,Toys,691.73,2023-05-30 14:44:57,2023-05-30,135.0,2023-05,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",667.74
C025,Toys,936.39,2023-06-22 18:12:24,2023-06-22,23.0,2023-06,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",912.4
C025,Books,399.52,2023-06-23 01:33:53,2023-06-23,0.0,2023-06,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,268.53
C025,Sports,58.79,2023-09-20 11:21:31,2023-09-20,89.0,2023-09,2023,Franklin Sports Spin N Putt Golf Game,11.11
C025,Books,655.76,2024-01-16 19:49:02,2024-01-16,118.0,2024-01,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,524.77
C025,Books,560.34,2024-02-04 13:48:41,2024-02-04,18.0,2024-02,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,429.35
C025,Electronics,718.78,2024-02-21 06:45:55,2024-02-21,16.0,2024-02,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),714.79
C025,Sports,81.21,2024-03-30 08:29:11,2024-03-30,38.0,2024-03,2024,Franklin Sports Spin N Putt Golf Game,33.529999999999994
C025,Electronics,594.17,2024-04-15 08:03:32,2024-04-15,15.0,2024-04,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),590.18
C025,Toys,904.0,2024-06-07 22:28:23,2024-06-07,53.0,2024-06,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",880.01
C025,Electronics,957.65,2024-06-12 11:53:18,2024-06-12,4.0,2024-06,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),953.66
C025,Home Appliances,114.75,2024-06-17 15:54:45,2024-06-17,5.0,2024-06,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-77.69999999999999
C025,Toys,689.2,2024-12-05 00:41:35,2024-12-05,170.0,2024-12,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",665.21
C026,Books,642.32,2023-03-11 10:20:23,2023-03-11,,2023-03,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,511.33000000000004
C026,Home Appliances,14.9,2024-05-10 06:34:05,2024-05-10,425.0,2024-05,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-177.54999999999998
C026,Books,645.58,2024-05-30 03:40:09,2024-05-30,19.0,2024-05,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,514.59
C026,Beauty,954.9,2024-07-17 20:44:18,2024-07-17,48.0,2024-07,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",938.9
C026,Books,283.72,2024-09-03 16:10:08,2024-09-03,47.0,2024-09,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,152.73000000000002
C026,Sports,854.62,2024-09-03 20:51:26,2024-09-03,0.0,2024-09,2024,Franklin Sports Spin N Putt Golf Game,806.94
C027,Beauty,49.85,2023-03-12 12:44:57,2023-03-12,,2023-03,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",33.85
C027,Toys,513.89,2023-04-12 19:44:31,2023-04-12,31.0,2023-04,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",489.9
C027,Home Appliances,600.88,2023-06-07 17:33:10,2023-06-07,55.0,2023-06,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",408.43
C027,Clothing,359.06,2023-08-09 05:01:42,2023-08-09,62.0,2023-08,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,335.07
C027,Electronics,504.07,2023-12-29 17:17:36,2023-12-29,142.0,2023-12,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),500.08
C027,Toys,730.9,2024-01-29 20:12:12,2024-01-29,31.0,2024-01,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",706.91
C027,Beauty,244.56,2024-05-15 13:44:22,2024-05-15,106.0,2024-05,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",228.56
C027,Books,447.46,2024-07-07 23:15:18,2024-07-07,53.0,2024-07,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,316.46999999999997
C027,Sports,32.12,2024-11-17 22:39:58,2024-11-17,132.0,2024-11,2024,Franklin Sports Spin N Putt Golf Game,-15.560000000000002
C028,Books,688.83,2023-02-24 11:59:27,2023-02-24,,2023-02,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,557.84
C028,Sports,349.39,2023-07-27 02:50:47,2023-07-27,152.0,2023-07,2023,Franklin Sports Spin N Putt Golf Game,301.71
C028,Sports,678.11,2023-10-29 15:03:54,2023-10-29,94.0,2023-10,2023,Franklin Sports Spin N Putt Golf Game,630.4300000000001
C028,Clothing,64.43,2024-02-27 15:45:40,2024-02-27,121.0,2024-02,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,40.44000000000001
C028,Clothing,560.07,2024-05-29 02:49:50,2024-05-29,91.0,2024-05,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,536.08
C028,Books,479.04,2024-09-09 10:09:40,2024-09-09,103.0,2024-09,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,348.05
C028,Clothing,677.24,2024-09-21 18:12:35,2024-09-21,12.0,2024-09,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,653.25
C029,Electronics,645.37,2023-01-17 15:16:00,2023-01-17,,2023-01,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),641.38
C029,Home Appliances,978.36,2023-02-08 10:47:15,2023-02-08,21.0,2023-02,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",785.9100000000001
C029,Clothing,453.46,2023-02-22 14:24:15,2023-02-22,14.0,2023-02,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,429.46999999999997
C029,Electronics,584.9,2024-09-01 19:04:07,2024-09-01,557.0,2024-09,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),580.91
C029,Books,350.6,2024-11-03 22:38:16,2024-11-03,63.0,2024-11,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,219.61
C029,Sports,251.45,2024-12-05 02:54:54,2024-12-05,31.0,2024-12,2024,Franklin Sports Spin N Putt Golf Game,203.76999999999998
C030,Home Appliances,326.07,2023-07-08 13:42:11,2023-07-08,,2023-07,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",133.62
C030,Home Appliances,123.45,2024-02-06 05:05:33,2024-02-06,212.0,2024-02,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-68.99999999999999
C030,Electronics,382.31,2024-02-17 14:20:05,2024-02-17,11.0,2024-02,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),378.32
C030,Toys,596.32,2024-07-15 21:44:45,2024-07-15,149.0,2024-07,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",572.33
C030,Toys,972.84,2024-08-16 21:13:18,2024-08-16,31.0,2024-08,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",948.85
C030,Beauty,22.65,2024-09-22 05:02:51,2024-09-22,36.0,2024-09,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",6.649999999999999
C030,Books,809.47,2024-12-04 04:50:39,2024-12-04,72.0,2024-12,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,678.48
C031,Sports,655.03,2023-04-07 07:27:18,2023-04-07,,2023-04,2023,Franklin Sports Spin N Putt Golf Game,607.35
C031,Toys,777.71,2023-10-26 06:13:57,2023-10-26,201.0,2023-10,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",753.72
C031,Clothing,22.75,2023-11-10 17:57:05,2023-11-10,15.0,2023-11,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,-1.2399999999999984
C031,Electronics,338.59,2023-11-14 17:57:43,2023-11-14,4.0,2023-11,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),334.59999999999997
C031,Beauty,254.6,2024-03-09 18:12:22,2024-03-09,116.0,2024-03,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",238.6
C031,Beauty,257.17,2024-05-15 13:41:24,2024-05-15,66.0,2024-05,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",241.17000000000002
C031,Sports,411.4,2024-08-19 06:15:58,2024-08-19,95.0,2024-08,2024,Franklin Sports Spin N Putt Golf Game,363.71999999999997
C031,Books,342.28,2024-10-09 23:01:20,2024-10-09,51.0,2024-10,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,211.28999999999996
C032,Toys,359.26,2023-04-24 14:30:56,2023-04-24,,2023-04,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",335.27
C032,Sports,344.91,2023-06-09 03:07:09,2023-06-09,45.0,2023-06,2023,Franklin Sports Spin N Putt Golf Game,297.23
C032,Electronics,785.44,2023-06-26 14:48:07,2023-06-26,17.0,2023-06,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),781.45
C032,Toys,563.05,2023-07-08 20:05:58,2023-07-08,12.0,2023-07,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",539.06
C032,Clothing,916.9,2023-10-20 07:39:15,2023-10-20,103.0,2023-10,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,892.91
C032,Electronics,97.58,2023-10-29 07:03:35,2023-10-29,8.0,2023-10,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),93.59
C032,Home Appliances,732.28,2024-06-20 23:48:59,2024-06-20,235.0,2024-06,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",539.8299999999999
C032,Beauty,586.52,2024-08-20 09:08:40,2024-08-20,60.0,2024-08,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",570.52
C032,Toys,141.0,2024-08-20 16:32:52,2024-08-20,0.0,2024-08,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",117.01
C032,Home Appliances,171.64,2024-11-22 08:38:43,2024-11-22,93.0,2024-11,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",-20.810000000000002
C033,Sports,280.49,2023-03-07 18:36:15,2023-03-07,,2023-03,2023,Franklin Sports Spin N Putt Golf Game,232.81
C033,Toys,884.58,2023-04-11 04:39:17,2023-04-11,34.0,2023-04,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",860.59
C033,Beauty,835.97,2023-07-29 19:18:27,2023-07-29,109.0,2023-07,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",819.97
C033,Toys,45.07,2023-11-29 09:52:28,2023-11-29,122.0,2023-11,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",21.080000000000002
C033,Clothing,844.72,2023-12-22 03:04:41,2023-12-22,22.0,2023-12,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,820.73
C033,Home Appliances,383.57,2024-02-07 21:17:57,2024-02-07,47.0,2024-02,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",191.12
C033,Books,436.21,2024-03-15 12:24:57,2024-03-15,36.0,2024-03,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,305.21999999999997
C033,Beauty,846.17,2024-04-16 13:23:21,2024-04-16,32.0,2024-04,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",830.17
C033,Home Appliances,949.13,2024-06-14 15:59:51,2024-06-14,59.0,2024-06,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",756.6800000000001
C033,Clothing,577.47,2024-08-07 21:36:41,2024-08-07,54.0,2024-08,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,553.48
C033,Electronics,363.66,2024-08-29 10:35:17,2024-08-29,21.0,2024-08,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),359.67
C033,Sports,632.12,2024-09-27 12:09:50,2024-09-27,29.0,2024-09,2024,Franklin Sports Spin N Putt Golf Game,584.44
C033,Books,286.0,2024-10-18 10:16:00,2024-10-18,20.0,2024-10,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,155.01
C034,Clothing,49.86,2023-01-29 08:26:30,2023-01-29,,2023-01,2023,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,25.87
C034,Sports,272.85,2023-02-12 05:44:54,2023-02-12,13.0,2023-02,2023,Franklin Sports Spin N Putt Golf Game,225.17000000000002
C034,Toys,441.17,2023-02-15 12:08:51,2023-02-15,3.0,2023-02,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",417.18
C034,Electronics,855.02,2023-02-19 19:55:59,2023-02-19,4.0,2023-02,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),851.03
C034,Toys,356.19,2023-03-18 02:30:59,2023-03-18,26.0,2023-03,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",332.2
C034,Toys,592.0,2023-03-21 11:09:17,2023-03-21,3.0,2023-03,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",568.01
C034,Books,708.46,2023-04-09 07:41:15,2023-04-09,18.0,2023-04,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,577.47
C034,Books,677.7,2023-08-06 04:52:27,2023-08-06,118.0,2023-08,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,546.71
C034,Books,44.78,2023-08-22 05:30:28,2023-08-22,16.0,2023-08,2023,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,-86.21000000000001
C034,Toys,393.21,2023-09-17 00:01:39,2023-09-17,25.0,2023-09,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",369.21999999999997
C034,Home Appliances,812.35,2023-10-18 09:09:41,2023-10-18,31.0,2023-10,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",619.9000000000001
C034,Home Appliances,443.97,2023-12-15 13:45:29,2023-12-15,58.0,2023-12,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",251.52000000000004
C034,Clothing,789.15,2024-01-08 00:17:31,2024-01-08,23.0,2024-01,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,765.16
C034,Sports,958.96,2024-05-05 20:26:21,2024-05-05,118.0,2024-05,2024,Franklin Sports Spin N Putt Golf Game,911.2800000000001
C034,Home Appliances,756.12,2024-08-21 13:14:57,2024-08-21,107.0,2024-08,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",563.6700000000001
C034,Books,989.92,2024-12-29 00:22:56,2024-12-29,129.0,2024-12,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,858.93
C034,Toys,325.77,2024-12-30 15:40:41,2024-12-30,1.0,2024-12,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",301.78
C035,Electronics,293.37,2023-03-06 23:54:59,2023-03-06,,2023-03,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),289.38
C035,Electronics,873.29,2023-06-28 15:17:30,2023-06-28,113.0,2023-06,2023,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),869.3
C035,Toys,129.57,2023-12-08 03:36:01,2023-12-08,162.0,2023-12,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",105.58
C035,Toys,46.5,2024-02-27 16:53:01,2024-02-27,81.0,2024-02,2024,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",22.51
C035,Electronics,135.77,2024-04-06 02:28:03,2024-04-06,38.0,2024-04,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),131.78
C035,Sports,827.85,2024-06-21 09:50:08,2024-06-21,76.0,2024-06,2024,Franklin Sports Spin N Putt Golf Game,780.1700000000001
C035,Beauty,912.3,2024-07-16 09:54:11,2024-07-16,25.0,2024-07,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",896.3
C035,Clothing,692.24,2024-07-26 21:29:23,2024-07-26,10.0,2024-07,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,668.25
C035,Books,565.5,2024-08-18 06:35:50,2024-08-18,22.0,2024-08,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,434.51
C036,Home Appliances,409.44,2023-07-29 16:53:09,2023-07-29,,2023-07,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",216.99
C036,Beauty,604.94,2023-12-04 04:26:56,2023-12-04,127.0,2023-12,2023,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",588.94
C036,Sports,166.19,2024-04-16 00:06:43,2024-04-16,133.0,2024-04,2024,Franklin Sports Spin N Putt Golf Game,118.50999999999999
C036,Beauty,389.37,2024-04-29 16:32:11,2024-04-29,13.0,2024-04,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",373.37
C036,Beauty,847.34,2024-06-19 23:48:27,2024-06-19,51.0,2024-06,2024,"Beauty of Joseon Ground Rice and Honey Glow Mask Pore Sebum Care for Dry Sensitive Skin Korean Skin Care 150ml, 5.07 fl.oz",831.34
C036,Clothing,628.47,2024-08-02 05:42:52,2024-08-02,43.0,2024-08,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,604.48
C036,Clothing,176.83,2024-09-14 16:55:59,2024-09-14,43.0,2024-09,2024,Track Pants Women Baggy Pants Y2k Pants Parachute Pants for Women Y2K Clothing,152.84
C036,Home Appliances,827.05,2024-10-25 11:05:26,2024-10-25,40.0,2024-10,2024,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",634.5999999999999
C036,Electronics,780.35,2024-12-26 22:06:04,2024-12-26,62.0,2024-12,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),776.36
C037,Home Appliances,467.55,2023-03-01 04:30:52,2023-03-01,,2023-03,2023,"McCulloch MC1385 Deluxe Canister Steam Cleaner with 23 Accessories, Chemical-Free Pressurized Cleaning for Most Floors, Counters, Appliances, Windows, Autos, and More, 1-(Pack), Black",275.1
C037,Toys,386.79,2023-06-23 04:27:20,2023-06-23,113.0,2023-06,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",362.8
C037,Toys,640.63,2023-11-04 11:34:48,2023-11-04,134.0,2023-11,2023,"Dancing Talking Cactus Baby Toys Boy Girl Gifts, Singing Mimicking Recording Toys Repeats What You Say, Comes with 120 English Songs Singing Talking Musical Toys",616.64
C037,Books,951.03,2024-01-20 15:03:13,2024-01-20,77.0,2024-01,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,820.04
C037,Electronics,390.36,2024-04-04 14:35:25,2024-04-04,74.0,2024-04,2024,ASURION 2 Year Electronics Protection Plan ($30 - $39.99),386.37
C037,Books,252.68,2024-05-26 11:01:25,2024-05-26,51.0,2024-05,2024,Medicube Age-R Booster H - Korean No.1 Skin Care Device - Facial Glow Booster for Maximizing and Boosting Skin Care Absorption - Needle Free,121.69
